step,mean_vel_x,mean_abs_vx_error,p2_fault_active_mean,mean_abs_yaw_error,done_count,no_nan_inf
32,0.433627724647522,0.5929384231567383,0.0,0.3164570927619934,0,True
33,0.43786734342575073,0.5937321186065674,0.0,0.3019835352897644,0,True
34,0.4665214419364929,0.5673047304153442,0.0,0.29977312684059143,0,True
35,0.48884308338165283,0.5406739711761475,0.0,0.336323082447052,0,True
36,0.4983377456665039,0.5194190740585327,0.0,0.31812211871147156,0,True
37,0.497109055519104,0.5240465998649597,0.0,0.3086397051811218,0,True
38,0.5218580961227417,0.5183485746383667,0.0,0.3025352358818054,0,True
39,0.5356656312942505,0.5076578855514526,0.0,0.3228624761104584,1,True
40,0.5489981174468994,0.4864555895328522,0.0,0.32382529973983765,0,True
41,0.5484863519668579,0.48983240127563477,0.0,0.2807224988937378,0,True
42,0.5722191333770752,0.46823394298553467,0.0,0.30558305978775024,0,True
43,0.5827999114990234,0.44322314858436584,0.0,0.28344446420669556,0,True
44,0.6012731194496155,0.43521371483802795,0.0,0.30411404371261597,0,True
45,0.6038834452629089,0.44017791748046875,0.0,0.29172754287719727,0,True
46,0.6301058530807495,0.41752737760543823,0.0,0.26225316524505615,0,True
47,0.6515284776687622,0.4010256826877594,0.0,0.2637813091278076,0,True
48,0.680558979511261,0.36899152398109436,0.0,0.27588576078414917,0,True
49,0.6871702075004578,0.36791902780532837,0.0,0.2757127583026886,0,True
50,0.6812078356742859,0.3798232674598694,0.0,0.26492878794670105,0,True
51,0.6708276271820068,0.3905348777770996,0.0,0.2611841857433319,0,True
52,0.677656352519989,0.39068543910980225,0.0,0.2762521207332611,0,True
53,0.685178816318512,0.3672925531864166,0.0,0.3076292872428894,0,True
54,0.6945212483406067,0.3595018982887268,0.0,0.3124915361404419,0,True
55,0.6962601542472839,0.3698970675468445,0.0,0.28707754611968994,0,True
56,0.7059899568557739,0.34240585565567017,0.0,0.3501189351081848,0,True
57,0.6963822245597839,0.34718751907348633,0.0,0.3103165626525879,1,True
58,0.6923606991767883,0.34137964248657227,0.0,0.2678847908973694,0,True
59,0.701495349407196,0.3400627374649048,0.0,0.23915205895900726,1,True
60,0.6983989477157593,0.33987173438072205,0.0,0.2372012883424759,0,True
61,0.7239508628845215,0.33574363589286804,0.0,0.25316959619522095,0,True
62,0.7443220615386963,0.315581738948822,0.0,0.25602957606315613,0,True
63,0.7538812756538391,0.2940046787261963,0.0,0.23378989100456238,0,True
64,0.7743972539901733,0.2903033494949341,0.0,0.2517218589782715,0,True
65,0.7533379793167114,0.30085062980651855,0.0,0.20587466657161713,1,True
66,0.737128496170044,0.32755112648010254,0.0,0.18566468358039856,0,True
67,0.7346575260162354,0.3382886052131653,0.0,0.23469719290733337,0,True
68,0.7273274064064026,0.3218224346637726,0.0,0.21010372042655945,0,True
69,0.7040553689002991,0.3372259736061096,0.0,0.24728098511695862,1,True
70,0.7160860300064087,0.3325542211532593,0.0,0.27030396461486816,0,True
71,0.7317392230033875,0.32628822326660156,0.0,0.2703896760940552,1,True
72,0.745836615562439,0.3192097842693329,0.0,0.2679576575756073,0,True
73,0.7664040923118591,0.3156595230102539,0.0,0.24039892852306366,0,True
74,0.7441809773445129,0.3144136071205139,0.0,0.2202392965555191,0,True
75,0.7384657263755798,0.3120982050895691,0.0,0.23661763966083527,0,True
76,0.739050030708313,0.3093399107456207,0.0,0.19761937856674194,0,True
77,0.7579550743103027,0.3006822466850281,0.0,0.18757264316082,0,True
78,0.7720076441764832,0.2997853755950928,0.0,0.19846203923225403,0,True
79,0.7681903839111328,0.2941409945487976,0.0,0.1677778959274292,0,True
80,0.7748966217041016,0.27848249673843384,0.0,0.1770174354314804,1,True
81,0.7869428396224976,0.2829229235649109,0.0,0.15989141166210175,1,True
82,0.7980541586875916,0.27675074338912964,0.0,0.18928144872188568,0,True
83,0.793925404548645,0.27011165022850037,0.0,0.16226020455360413,0,True
84,0.8086096048355103,0.25703567266464233,0.0,0.17964589595794678,0,True
85,0.812371015548706,0.2553463876247406,0.0,0.15304242074489594,0,True
86,0.8082671761512756,0.2583678066730499,0.0,0.1492013931274414,0,True
87,0.7959561347961426,0.26232126355171204,0.0,0.1383134424686432,0,True
88,0.7878378629684448,0.27144911885261536,0.0,0.1619284600019455,0,True
89,0.7908375263214111,0.267027348279953,0.0,0.14487022161483765,0,True
90,0.7967147827148438,0.25633710622787476,0.0,0.16618728637695312,0,True
91,0.8086888194084167,0.25682130455970764,0.0,0.18331661820411682,0,True
92,0.8202064633369446,0.25995370745658875,0.0,0.1713818907737732,0,True
93,0.8038049936294556,0.2643328905105591,0.0,0.19023844599723816,1,True
94,0.8057128190994263,0.2672663927078247,0.0,0.1769082248210907,0,True
95,0.8035136461257935,0.2547641098499298,0.0,0.15249556303024292,0,True
96,0.813963770866394,0.26350829005241394,0.0,0.16211219131946564,0,True
97,0.8255861401557922,0.25745952129364014,0.0,0.1566334217786789,0,True
98,0.8329806327819824,0.25653403997421265,0.0,0.1612783968448639,0,True
99,0.8178989887237549,0.2515111565589905,0.0,0.14486438035964966,0,True
100,0.8265707492828369,0.24565255641937256,0.0,0.13134917616844177,0,True
101,0.8310641050338745,0.23851048946380615,0.0,0.11406038701534271,0,True
102,0.8277756571769714,0.2320786416530609,0.0,0.12404999136924744,0,True
103,0.8295817971229553,0.24447447061538696,0.0,0.12337765097618103,0,True
104,0.8401245474815369,0.24352550506591797,0.0,0.11800144612789154,0,True
105,0.8374378681182861,0.23983120918273926,0.0,0.12088774144649506,0,True
106,0.841869592666626,0.24219298362731934,0.0,0.13172173500061035,0,True
107,0.8552722930908203,0.23851405084133148,0.0,0.13658210635185242,0,True
108,0.8573830127716064,0.22497454285621643,0.0,0.12568369507789612,1,True
109,0.8620328307151794,0.21576109528541565,0.0,0.1276986002922058,0,True
110,0.8729345798492432,0.20900264382362366,0.0,0.13942861557006836,0,True
111,0.875749945640564,0.20980483293533325,0.0,0.13425618410110474,0,True
112,0.8684931993484497,0.211202010512352,0.0,0.15391770005226135,0,True
113,0.8738235831260681,0.21475806832313538,0.0,0.16395536065101624,0,True
114,0.8755009174346924,0.21437856554985046,0.0,0.1393524706363678,0,True
115,0.8742958903312683,0.2101036161184311,0.0,0.12212620675563812,0,True
116,0.8741708993911743,0.20243781805038452,0.0,0.12765094637870789,0,True
117,0.8776125311851501,0.21015188097953796,0.0,0.12201786041259766,0,True
118,0.8925646543502808,0.1991463601589203,0.0,0.1490822732448578,0,True
119,0.8892220258712769,0.18651500344276428,0.0,0.12362921237945557,0,True
120,0.890508770942688,0.18727552890777588,0.0,0.12715661525726318,0,True
121,0.9011750221252441,0.18053585290908813,0.0,0.11463971436023712,0,True
122,0.9097234010696411,0.17644807696342468,0.0,0.13235591351985931,0,True
123,0.9213958978652954,0.18602809309959412,0.0,0.12754108011722565,0,True
124,0.9106200933456421,0.19736476242542267,0.0,0.11284561455249786,0,True
125,0.8856250047683716,0.1986704170703888,0.0,0.0960029810667038,0,True
126,0.8819078803062439,0.20085358619689941,0.0,0.10240589082241058,0,True
127,0.8855602145195007,0.19066014885902405,0.0,0.1118638664484024,0,True
128,0.8940801024436951,0.18606813251972198,0.0,0.12483750283718109,0,True
129,0.8916475772857666,0.18803563714027405,0.0,0.1192442998290062,0,True
130,0.900516152381897,0.17385347187519073,0.0,0.11068752408027649,0,True
131,0.9124059081077576,0.1778264343738556,0.0,0.09119027853012085,0,True
132,0.9270768761634827,0.16990846395492554,0.0,0.08448636531829834,0,True
133,0.9419377446174622,0.1683417558670044,0.0,0.10736057162284851,0,True
134,0.9395428895950317,0.17059162259101868,0.0,0.09838171303272247,0,True
135,0.9233918786048889,0.16731970012187958,0.0,0.10344991087913513,0,True
136,0.9266606569290161,0.17129862308502197,0.0,0.10135587304830551,0,True
137,0.9124035835266113,0.1680571734905243,0.0,0.09776907414197922,0,True
138,0.9138848781585693,0.17916910350322723,0.0,0.11535632610321045,0,True
139,0.9100513458251953,0.17414799332618713,0.0,0.11173481494188309,0,True
140,0.9163127541542053,0.16582603752613068,0.0,0.11019407212734222,0,True
141,0.9227352142333984,0.1712271273136139,0.0,0.10752472281455994,0,True
142,0.934736967086792,0.15816408395767212,0.0,0.1044037863612175,0,True
143,0.9409676790237427,0.16098429262638092,0.0,0.10374204814434052,0,True
144,0.9558739066123962,0.1693097949028015,0.0,0.10083094984292984,0,True
145,0.9554249048233032,0.15741750597953796,0.0,0.10085110366344452,0,True
146,0.9476016163825989,0.1545690894126892,0.0,0.09970323741436005,0,True
147,0.9418306350708008,0.14891940355300903,0.0,0.0904843881726265,0,True
148,0.9338060617446899,0.150348961353302,0.0,0.09368865191936493,0,True
149,0.9393537044525146,0.14297834038734436,0.0,0.10674779117107391,0,True
150,0.9343818426132202,0.1480075567960739,0.0,0.11099924147129059,0,True
151,0.9421334862709045,0.14124080538749695,0.0,0.11205452680587769,0,True
152,0.9406706094741821,0.14324721693992615,0.0,0.09831653535366058,0,True
153,0.9554440975189209,0.15373918414115906,0.0,0.09518370032310486,0,True
154,0.9728872776031494,0.14984945952892303,0.0,0.09538514167070389,0,True
155,0.9570928812026978,0.1624419391155243,0.0,0.0869755893945694,1,True
156,0.9517507553100586,0.1654628962278366,0.0,0.1020592600107193,0,True
157,0.9409559369087219,0.16331267356872559,0.0,0.10300488770008087,0,True
158,0.9391357898712158,0.1605742871761322,0.0,0.11010423302650452,0,True
159,0.9411537647247314,0.15591523051261902,0.0,0.11053287982940674,0,True
160,0.9349265694618225,0.15031608939170837,0.0,0.10662876069545746,0,True
161,0.9360651969909668,0.14329978823661804,0.0,0.10626965016126633,0,True
162,0.9433094263076782,0.14083410799503326,0.0,0.09537139534950256,0,True
163,0.9615431427955627,0.1531391441822052,0.0,0.09610001742839813,0,True
164,0.9656705856323242,0.15239723026752472,0.0,0.11999368667602539,0,True
165,0.9588488340377808,0.15709805488586426,0.0,0.1098051443696022,0,True
166,0.9620538949966431,0.1611071228981018,0.0,0.11183394491672516,0,True
167,0.9496080875396729,0.15248903632164001,0.0,0.10524016618728638,0,True
168,0.9528072476387024,0.15536290407180786,0.0,0.0881907269358635,0,True
169,0.9666591882705688,0.1497216671705246,0.0,0.10075986385345459,0,True
170,0.9670946002006531,0.13733306527137756,0.0,0.11007443070411682,0,True
171,0.9595010280609131,0.1299062967300415,0.0,0.10020515322685242,0,True
172,0.9572525024414062,0.1377319097518921,0.0,0.07471233606338501,0,True
173,0.9735106825828552,0.1415470391511917,0.0,0.09765609353780746,0,True
174,0.9706510901451111,0.14444361627101898,0.0,0.09577995538711548,0,True
175,0.979638934135437,0.14471973478794098,0.0,0.10119600594043732,0,True
176,0.9769669771194458,0.14349932968616486,0.0,0.09917106479406357,0,True
177,0.9732925891876221,0.14266327023506165,0.0,0.09712474048137665,0,True
178,0.9704704284667969,0.13811840116977692,0.0,0.10052194446325302,0,True
179,0.9796658158302307,0.1431797742843628,0.0,0.11353502422571182,0,True
180,0.9803204536437988,0.13908377289772034,0.0,0.09673544764518738,0,True
181,0.9694558382034302,0.12426520138978958,0.0,0.09180296212434769,0,True
182,0.9619764089584351,0.14054447412490845,0.0,0.08435089141130447,0,True
183,0.9708279967308044,0.15270939469337463,0.0,0.09289619326591492,0,True
184,0.9756660461425781,0.13908329606056213,0.0,0.10786980390548706,0,True
185,0.9758589267730713,0.13631805777549744,0.0,0.08724279701709747,0,True
186,0.9830265045166016,0.1473572999238968,0.0,0.09107865393161774,0,True
187,0.9826966524124146,0.15021127462387085,0.0,0.08919109404087067,0,True
188,0.9799619913101196,0.13130199909210205,0.0,0.08253906667232513,0,True
189,0.9757394194602966,0.14527805149555206,0.0,0.08630912750959396,0,True
190,0.976626992225647,0.13891133666038513,0.0,0.1088995710015297,0,True
191,0.9744763970375061,0.13134416937828064,0.0,0.10057428479194641,0,True
192,0.9742149114608765,0.1306845247745514,0.0,0.08573953807353973,0,True
193,0.9878332018852234,0.13959673047065735,0.0,0.09628239274024963,0,True
194,0.9929033517837524,0.14275860786437988,0.0,0.09709691256284714,0,True
195,0.9937902688980103,0.14015594124794006,0.0,0.10426506400108337,0,True
196,0.9910536408424377,0.13186433911323547,0.0,0.09062330424785614,0,True
197,0.9760053157806396,0.13445329666137695,0.0,0.09418453276157379,0,True
198,0.9744573831558228,0.13220107555389404,0.0,0.09820305556058884,0,True
199,0.9767061471939087,0.14271841943264008,0.0,0.10154779255390167,0,True
200,0.9772408604621887,0.14329060912132263,0.0,0.08642624318599701,0,True
201,0.96944260597229,0.13972461223602295,0.0,0.08629550039768219,0,True
202,0.9756929278373718,0.1295013725757599,0.0,0.08504697680473328,0,True
203,0.9810019731521606,0.1364496946334839,0.0,0.07982747256755829,0,True
204,0.983971893787384,0.13562366366386414,0.0,0.09119325876235962,0,True
205,0.9799883365631104,0.12555056810379028,0.0,0.09761349856853485,0,True
206,0.9744448661804199,0.13978537917137146,0.0,0.08977895975112915,0,True
207,0.9793305397033691,0.1379149705171585,0.0,0.09908871352672577,0,True
208,0.9761167764663696,0.1371893286705017,0.0,0.0911608636379242,0,True
209,0.9856266975402832,0.1393386423587799,0.0,0.09170534461736679,0,True
210,0.9887489080429077,0.12715166807174683,0.0,0.08569066971540451,0,True
211,0.9753272533416748,0.12317626178264618,0.0,0.08766628801822662,0,True
212,0.9843329191207886,0.12088824808597565,0.0,0.10740913450717926,0,True
213,0.9809438586235046,0.12764739990234375,0.0,0.09375408291816711,0,True
214,0.9800450205802917,0.13269102573394775,0.0,0.08736066520214081,0,True
215,0.9852381944656372,0.12877631187438965,0.0,0.09318773448467255,0,True
216,0.9856282472610474,0.13424637913703918,0.0,0.09149114787578583,0,True
217,0.9970028400421143,0.14100810885429382,0.0,0.09376630932092667,0,True
218,0.9817014932632446,0.12497426569461823,0.0,0.07273244857788086,0,True
219,0.9881390333175659,0.1485063135623932,0.0,0.08746455609798431,0,True
220,0.9852848052978516,0.14393389225006104,0.0,0.09044227749109268,0,True
221,0.9687284231185913,0.13510474562644958,0.0,0.0830240547657013,0,True
222,0.9735767245292664,0.13267011940479279,0.0,0.09120777249336243,0,True
223,0.9762290120124817,0.12742894887924194,0.0,0.09572120010852814,0,True
224,0.9815425276756287,0.12951160967350006,0.0,0.09812191128730774,0,True
225,0.9711474180221558,0.12228840589523315,0.0,0.08155501633882523,0,True
226,0.9880422353744507,0.13166239857673645,0.0,0.08303523063659668,0,True
227,0.9911304712295532,0.14185088872909546,0.0,0.07840089499950409,0,True
228,0.9972468018531799,0.14915534853935242,0.0,0.09288346767425537,0,True
229,0.9916300773620605,0.13516855239868164,0.0,0.08344409614801407,0,True
230,0.977581262588501,0.13714876770973206,0.0,0.08591421693563461,0,True
231,0.9725447297096252,0.14038053154945374,0.0,0.08408777415752411,0,True
232,0.9756364226341248,0.13395830988883972,0.0,0.09542132914066315,0,True
233,0.9823566675186157,0.14000768959522247,0.0,0.08448590338230133,0,True
234,0.9901560544967651,0.13111531734466553,0.0,0.08771912753582001,0,True
235,0.9934521317481995,0.133040189743042,0.0,0.08965005725622177,0,True
236,1.0090744495391846,0.13598531484603882,0.0,0.09300116449594498,0,True
237,1.0011966228485107,0.13482221961021423,0.0,0.1011645644903183,0,True
238,0.9936210513114929,0.1349429488182068,0.0,0.09187282621860504,0,True
239,0.9932871460914612,0.13007335364818573,0.0,0.0980457291007042,0,True
240,0.9936749339103699,0.13833685219287872,0.0,0.09113478660583496,0,True
241,0.9778982400894165,0.13581247627735138,0.0,0.08179362118244171,0,True
242,0.9636558294296265,0.1338939666748047,0.0,0.09608262777328491,0,True
243,0.9601747393608093,0.13311165571212769,0.0,0.08097374439239502,0,True
244,0.9721331000328064,0.13564500212669373,0.0,0.08922611176967621,0,True
245,0.9779199957847595,0.13418228924274445,0.0,0.07876230031251907,0,True
246,0.9912123084068298,0.13283771276474,0.0,0.09337535500526428,0,True
247,0.9996722936630249,0.13825345039367676,0.0,0.07213874906301498,0,True
248,0.9945552349090576,0.1396300196647644,0.0,0.07618200778961182,0,True
249,0.9785323143005371,0.1360233724117279,0.0,0.09494435042142868,0,True
250,0.9904858469963074,0.14440152049064636,0.0,0.09587450325489044,0,True
251,0.9745599031448364,0.13862846791744232,0.0,0.08716000616550446,0,True
252,0.9663584232330322,0.13734713196754456,0.0,0.08817802369594574,0,True
253,0.9728001952171326,0.134453684091568,0.0,0.08602890372276306,0,True
254,0.9868796467781067,0.1335086077451706,0.0,0.10349936783313751,0,True
255,0.9824541807174683,0.13034775853157043,0.0,0.06903989613056183,0,True
256,0.9932622909545898,0.13271299004554749,0.0,0.07847268134355545,0,True
257,1.0019975900650024,0.14088939130306244,0.0,0.07683698832988739,0,True
258,0.9958478212356567,0.13415151834487915,0.0,0.09445510804653168,0,True
259,0.9799957275390625,0.1313248574733734,0.0,0.0849086344242096,0,True
260,0.9829854369163513,0.1395057737827301,0.0,0.08667312562465668,0,True
261,0.9703313112258911,0.14143583178520203,0.0,0.09372760355472565,0,True
262,0.9661930799484253,0.13294817507266998,0.0,0.09157563745975494,0,True
263,0.9720277786254883,0.14176230132579803,0.0,0.08990953862667084,0,True
264,0.9848141670227051,0.14866216480731964,0.0,0.08076043426990509,0,True
265,0.9834586977958679,0.14388921856880188,0.0,0.07894445955753326,0,True
266,0.9820165634155273,0.13861745595932007,0.0,0.08399045467376709,0,True
267,0.9786151051521301,0.14116476476192474,0.0,0.08066903054714203,0,True
268,0.9790638089179993,0.1455719769001007,0.0,0.07661674171686172,0,True
269,0.9754424095153809,0.14546141028404236,0.0,0.09115540981292725,0,True
270,0.9860296249389648,0.14679089188575745,0.0,0.10476444661617279,0,True
271,0.9688296914100647,0.13713040947914124,0.0,0.07848985493183136,0,True
272,0.9605633020401001,0.135954350233078,0.0,0.07674720883369446,0,True
273,0.9708617925643921,0.13586553931236267,0.0,0.08076974004507065,0,True
274,0.9814648628234863,0.13658493757247925,0.0,0.09642264246940613,0,True
275,0.9781059622764587,0.13379070162773132,0.0,0.09320171922445297,0,True
276,0.9885829091072083,0.12762731313705444,0.0,0.08597513288259506,0,True
277,0.9882469177246094,0.12940065562725067,0.0,0.0757594183087349,0,True
278,1.0037498474121094,0.14521285891532898,0.0,0.08498381078243256,0,True
279,0.9986048340797424,0.13840053975582123,0.0,0.08420208096504211,0,True
280,0.9782150983810425,0.13318482041358948,0.0,0.08281680196523666,0,True
281,0.9789435267448425,0.13806772232055664,0.0,0.10850228369235992,0,True
282,0.9663988351821899,0.1270052194595337,0.0,0.08803185820579529,0,True
283,0.9610257148742676,0.14644482731819153,0.0,0.07712475955486298,0,True
284,0.9762991070747375,0.1397194117307663,0.0,0.08602868020534515,0,True
285,0.983320951461792,0.14378078281879425,0.0,0.08634147047996521,0,True
286,0.9924061894416809,0.13563477993011475,0.0,0.09341338276863098,0,True
287,0.9932274222373962,0.13717353343963623,0.0,0.08399408310651779,0,True
288,1.004109501838684,0.13349179923534393,0.0,0.08858772367238998,0,True
289,1.0045666694641113,0.13204722106456757,0.0,0.0861106663942337,0,True
290,0.9898852109909058,0.13232436776161194,0.0,0.11000537127256393,0,True
291,0.9718949794769287,0.13535422086715698,0.0,0.09957831352949142,0,True
292,0.9634256362915039,0.14416012167930603,0.0,0.08351770043373108,0,True
293,0.9622002243995667,0.1449538618326187,0.0,0.09448253363370895,0,True
294,0.9694222807884216,0.1413387954235077,0.0,0.07818878442049026,0,True
295,0.9811519384384155,0.1369071900844574,0.0,0.09226765483617783,0,True
296,0.9855664372444153,0.12406916916370392,0.0,0.08893775939941406,0,True
297,0.9955873489379883,0.13232317566871643,0.0,0.07689155638217926,0,True
298,1.0041069984436035,0.13534121215343475,0.0,0.09547168016433716,0,True
299,0.9951750040054321,0.13037198781967163,0.0,0.09820064157247543,0,True
300,0.9876480102539062,0.1416212022304535,0.0,0.0911242887377739,0,True
301,0.9713243842124939,0.13882720470428467,0.921875,0.08735060691833496,0,True
302,0.9660862684249878,0.13780127465724945,0.921875,0.08045662939548492,0,True
303,0.9687094688415527,0.1424432396888733,0.921875,0.08549007773399353,0,True
304,0.9763885736465454,0.14266420900821686,0.921875,0.08794709295034409,0,True
305,0.9726917743682861,0.13193777203559875,0.921875,0.09394306689500809,0,True
306,0.9912433624267578,0.1367800533771515,0.921875,0.08526186645030975,0,True
307,0.9970385432243347,0.13856422901153564,0.921875,0.0796685442328453,0,True
308,0.999754011631012,0.14406299591064453,0.921875,0.09107400476932526,0,True
309,0.9993295073509216,0.1398213803768158,0.921875,0.07943116128444672,0,True
310,0.9865760803222656,0.13048917055130005,0.921875,0.08510921895503998,0,True
311,0.9759300351142883,0.13619062304496765,0.921875,0.08055528253316879,0,True
312,0.9753968715667725,0.13948410749435425,0.921875,0.082685686647892,0,True
313,0.9861172437667847,0.14127133786678314,0.921875,0.10070699453353882,0,True
314,0.9950435757637024,0.13849224150180817,0.921875,0.10756457597017288,0,True
315,0.9880653619766235,0.12291179597377777,0.921875,0.08960752189159393,0,True
316,0.9912686347961426,0.12735912203788757,0.921875,0.09003789722919464,0,True
317,0.9927254915237427,0.1255769282579422,0.921875,0.07881110906600952,0,True
318,1.0123631954193115,0.13844536244869232,0.921875,0.09752489626407623,0,True
319,1.0168538093566895,0.1444023847579956,0.921875,0.09409406781196594,0,True
320,1.007946491241455,0.14258703589439392,0.921875,0.08152083307504654,0,True
321,0.9995943307876587,0.13605079054832458,0.921875,0.08317676186561584,0,True
322,0.9841893911361694,0.1354401856660843,0.921875,0.07601296156644821,0,True
323,0.9722709059715271,0.14203137159347534,0.921875,0.08289000391960144,0,True
324,0.9749419689178467,0.1426289975643158,0.921875,0.07306414842605591,0,True
325,0.9565452337265015,0.13925635814666748,0.921875,0.0815403088927269,0,True
326,0.9724258184432983,0.13830986618995667,0.921875,0.08475098013877869,0,True
327,0.9895776510238647,0.14237076044082642,0.921875,0.07016334682703018,0,True
328,0.9922548532485962,0.14227238297462463,0.921875,0.06795936822891235,0,True
329,1.0060203075408936,0.14854350686073303,0.921875,0.08869677037000656,0,True
330,0.9957742691040039,0.15082857012748718,0.921875,0.07579568028450012,0,True
331,0.9892419576644897,0.15288816392421722,0.921875,0.08270054310560226,0,True
332,0.9792105555534363,0.15220582485198975,0.921875,0.07272548973560333,0,True
333,0.9750159978866577,0.14417816698551178,0.921875,0.0865897387266159,0,True
334,0.9898114204406738,0.14418241381645203,0.921875,0.09982669353485107,0,True
335,0.9831095933914185,0.1368556022644043,0.921875,0.09738384187221527,0,True
336,0.9877450466156006,0.12491324543952942,0.921875,0.07459074258804321,0,True
337,1.002833366394043,0.13130798935890198,0.921875,0.082167848944664,0,True
338,1.00163733959198,0.13652640581130981,0.921875,0.07946307957172394,0,True
339,1.005734920501709,0.13053229451179504,0.921875,0.09652512520551682,0,True
340,0.9961222410202026,0.1447998285293579,0.9296875,0.08166094124317169,0,True
341,0.9920401573181152,0.15865707397460938,0.9296875,0.07999981194734573,0,True
342,0.9831891059875488,0.15736085176467896,0.9296875,0.08583468198776245,0,True
343,0.9741140604019165,0.14861589670181274,0.9296875,0.0855785459280014,0,True
344,0.9832712411880493,0.1399184912443161,0.9296875,0.09654024243354797,0,True
345,0.9882614612579346,0.1368328034877777,0.9296875,0.0944816842675209,0,True
346,0.9886927008628845,0.1340791881084442,0.9296875,0.08445633947849274,0,True
347,0.9978940486907959,0.1337651014328003,0.9296875,0.09080491960048676,0,True
348,1.0000743865966797,0.1351497769355774,0.9296875,0.09562656283378601,0,True
349,1.004050612449646,0.13995930552482605,0.9296875,0.09114360809326172,0,True
350,0.9927172064781189,0.14873278141021729,0.9296875,0.07932384312152863,0,True
351,0.9869890213012695,0.15030905604362488,0.9296875,0.08814601600170135,0,True
352,0.986103892326355,0.14851735532283783,0.9296875,0.09484841674566269,0,True
353,0.9811850190162659,0.14802902936935425,0.9296875,0.08216852694749832,0,True
354,0.9866617321968079,0.1426905393600464,0.9296875,0.0843408852815628,0,True
355,0.9894076585769653,0.13960736989974976,0.9296875,0.0825607180595398,0,True
356,0.9944040775299072,0.12850061058998108,0.9296875,0.07648774981498718,0,True
357,1.0057443380355835,0.13079115748405457,0.9296875,0.09253418445587158,0,True
358,1.0116798877716064,0.13739636540412903,0.9375,0.0826466828584671,0,True
359,1.0122690200805664,0.1337978094816208,0.9375,0.08364775776863098,0,True
360,1.0075452327728271,0.13693152368068695,0.9453125,0.08387098461389542,0,True
361,1.0031547546386719,0.15008822083473206,0.9453125,0.08514008671045303,0,True
362,0.9977580308914185,0.1527763307094574,0.9453125,0.10932955145835876,0,True
363,0.984552800655365,0.15419334173202515,0.9453125,0.08510594069957733,0,True
364,0.9928325414657593,0.14663052558898926,0.9453125,0.08643975108861923,0,True
365,0.9955379962921143,0.1379593461751938,0.9453125,0.0825994461774826,0,True
366,0.9952707886695862,0.126638263463974,0.953125,0.09755729138851166,0,True
367,0.9997802972793579,0.12012527883052826,0.953125,0.10169215500354767,0,True
368,0.9973170757293701,0.12730997800827026,0.953125,0.09424179792404175,0,True
369,1.0016098022460938,0.13584384322166443,0.953125,0.08511614799499512,0,True
370,1.0007555484771729,0.14314056932926178,0.9609375,0.09256349503993988,0,True
371,1.0020663738250732,0.14010904729366302,0.9609375,0.10063697397708893,0,True
372,0.9949038028717041,0.14808814227581024,0.96875,0.0932932049036026,0,True
373,0.9833860993385315,0.13950636982917786,0.96875,0.09516966342926025,0,True
